region,year,hour,price_wt
1,2023,976,13200.0
1,2023,977,13200.0
1,2023,978,13200.0
1,2023,979,13200.0
1,2023,980,13200.0
1,2023,981,13200.0
1,2023,982,13200.0
1,2023,983,13200.0
1,2023,984,13200.0
1,2023,985,13200.0
1,2023,986,13200.0
1,2023,987,13200.0
1,2023,988,13200.0
1,2023,989,13200.0
1,2023,990,13200.0
1,2023,991,13200.0
1,2023,992,13200.0
1,2023,993,13200.0
1,2023,994,13200.0
1,2023,995,13200.0
1,2023,996,13200.0
1,2023,997,13200.0
1,2023,998,13200.0
1,2023,999,13200.0
1,2023,1000,13200.0
1,2023,1001,13200.0
1,2023,1002,13200.0
1,2023,1003,13200.0
1,2023,1004,13200.0
1,2023,1005,13200.0
1,2023,1006,13200.0
1,2023,1007,13200.0
1,2023,1008,13200.0
1,2023,1009,13200.0
1,2023,1010,13200.0
1,2023,1011,13200.0
1,2023,1012,13200.0
1,2023,1013,11300.0
1,2023,1014,11300.0
1,2023,1015,11300.0
1,2023,1016,11300.0
1,2023,1017,11300.0
1,2023,1018,11300.0
1,2023,1019,11300.0
1,2023,1020,11300.0
1,2023,1021,11300.0
1,2023,1022,11300.0
1,2023,1023,11300.0
1,2023,1024,11300.0
1,2023,1025,13200.0
1,2023,1026,13200.0
1,2023,1027,13200.0
1,2023,1028,13200.0
1,2023,1029,13200.0
1,2023,1030,13200.0
1,2023,1031,13200.0
1,2023,1032,13200.0
1,2023,1033,13200.0
1,2023,1034,13200.0
1,2023,1035,13200.0
1,2023,1036,13200.0
1,2023,1037,13200.0
1,2023,1038,13200.0
1,2023,1039,13200.0
1,2023,1040,13200.0
1,2023,1041,13200.0
1,2023,1042,13200.0
1,2023,1043,13200.0
1,2023,1044,13200.0
1,2023,1045,13200.0
1,2023,1046,13200.0
1,2023,1047,13200.0
1,2023,1048,13200.0
1,2023,1049,13200.0
1,2023,1050,13200.0
1,2023,1051,13200.0
1,2023,1052,13200.0
1,2023,1053,13200.0
1,2023,1054,13200.0
1,2023,1055,13200.0
1,2023,1056,13200.0
1,2023,1057,13200.0
1,2023,1058,13200.0
1,2023,1059,13200.0
1,2023,1060,13200.0
1,2023,1061,13200.0
1,2023,1062,13200.0
1,2023,1063,13200.0
1,2023,1064,13200.0
1,2023,1065,13200.0
1,2023,1066,13200.0
1,2023,1067,13200.0
1,2023,1068,13200.0
1,2023,1069,13200.0
1,2023,1070,13200.0
1,2023,1071,13200.0
1,2023,1072,13200.0
1,2023,1073,13200.0
1,2023,1074,13200.0
1,2023,1075,13200.0
1,2023,1076,13200.0
1,2023,1077,13200.0
1,2023,1078,13200.0
1,2023,1079,13200.0
1,2023,1080,13200.0
1,2023,1081,13200.0
1,2023,1082,13200.0
1,2023,1083,13200.0
1,2023,1084,13200.0
1,2023,1085,13200.0
1,2023,1086,13200.0
1,2023,1087,13200.0
1,2023,1088,13200.0
1,2023,1089,13200.0
1,2023,1090,13200.0
1,2023,1091,13200.0
1,2023,1092,13200.0
1,2023,1093,13200.0
1,2023,1094,13200.0
1,2023,1095,13200.0
1,2023,1096,13200.0
1,2023,1097,13200.0
1,2023,1098,13200.0
1,2023,1099,13200.0
1,2023,1100,13200.0
1,2023,1101,13200.0
1,2023,1102,13200.0
1,2023,1103,13200.0
1,2023,1104,13200.0
1,2023,1105,13200.0
1,2023,1106,13200.0
1,2023,1107,13200.0
1,2023,1108,13200.0
1,2023,1109,13200.0
1,2023,1110,13200.0
1,2023,1111,13200.0
1,2023,1112,13200.0
1,2023,1113,13200.0
1,2023,1114,13200.0
1,2023,1115,13200.0
1,2023,1116,13200.0
1,2023,1117,13200.0
1,2023,1118,13200.0
1,2023,1119,13200.0
1,2023,1120,13200.0
1,2023,1121,13200.0
1,2023,1122,13200.0
1,2023,1123,13200.0
1,2023,1124,13200.0
1,2023,1125,13200.0
1,2023,1126,13200.0
1,2023,1127,13200.0
1,2023,1128,13200.0
1,2023,1129,13200.0
1,2023,1130,13200.0
1,2023,1131,13200.0
1,2023,1132,13200.0
1,2023,1133,12100.0
1,2023,1134,12100.0
1,2023,1135,12100.0
1,2023,1136,12100.0
1,2023,1137,12100.0
1,2023,1138,12100.0
1,2023,1139,11300.0
1,2023,1140,11300.0
1,2023,1141,11300.0
1,2023,1142,11300.0
1,2023,1143,11300.0
1,2023,1144,11300.0
1,2023,1145,13200.0
1,2023,1146,13200.0
1,2023,1147,13200.0
1,2023,1148,13200.0
1,2023,1149,13200.0
1,2023,1150,13200.0
